Symbol,Date,Open,High,Low,Adj Close,Close,Volume
PEPE24478-USD,1/15/2024,1.00E-06,1.00E-06,1.00E-06,1.00E-06,1.00E-06,52831221
PEPE24478-USD,1/16/2024,1.00E-06,1.00E-06,1.00E-06,1.00E-06,1.00E-06,71650077
PEPE24478-USD,1/17/2024,1.00E-06,1.00E-06,1.00E-06,1.00E-06,1.00E-06,72929217
PEPE24478-USD,1/18/2024,1.00E-06,1.00E-06,1.00E-06,1.00E-06,1.00E-06,70727874
PEPE24478-USD,1/19/2024,1.00E-06,1.00E-06,1.00E-06,1.00E-06,1.00E-06,59844756
PEPE24478-USD,1/20/2024,1.00E-06,1.00E-06,1.00E-06,1.00E-06,1.00E-06,54563039
PEPE24478-USD,1/21/2024,1.00E-06,1.00E-06,1.00E-06,1.00E-06,1.00E-06,42416355
PEPE24478-USD,1/22/2024,1.00E-06,1.00E-06,1.00E-06,1.00E-06,1.00E-06,62818815
PEPE24478-USD,1/23/2024,1.00E-06,1.00E-06,1.00E-06,1.00E-06,1.00E-06,70962448
PEPE24478-USD,1/24/2024,1.00E-06,1.00E-06,1.00E-06,1.00E-06,1.00E-06,51594817
PEPE24478-USD,1/25/2024,1.00E-06,1.00E-06,1.00E-06,1.00E-06,1.00E-06,43462542
PEPE24478-USD,1/26/2024,1.00E-06,1.00E-06,1.00E-06,1.00E-06,1.00E-06,48667784
PEPE24478-USD,1/27/2024,1.00E-06,1.00E-06,1.00E-06,1.00E-06,1.00E-06,42218603
PEPE24478-USD,1/28/2024,1.00E-06,1.00E-06,1.00E-06,1.00E-06,1.00E-06,50152998
PEPE24478-USD,1/29/2024,1.00E-06,1.00E-06,1.00E-06,1.00E-06,1.00E-06,52978246
PEPE24478-USD,1/30/2024,1.00E-06,1.00E-06,1.00E-06,1.00E-06,1.00E-06,71782365
PEPE24478-USD,1/31/2024,1.00E-06,1.00E-06,1.00E-06,1.00E-06,1.00E-06,106154789
PEPE24478-USD,2/1/2024,1.00E-06,1.00E-06,1.00E-06,1.00E-06,1.00E-06,54037900
PEPE24478-USD,2/2/2024,1.00E-06,1.00E-06,1.00E-06,1.00E-06,1.00E-06,41662277
PEPE24478-USD,2/3/2024,1.00E-06,1.00E-06,1.00E-06,1.00E-06,1.00E-06,31497983
PEPE24478-USD,2/4/2024,1.00E-06,1.00E-06,1.00E-06,1.00E-06,1.00E-06,49023211
PEPE24478-USD,2/5/2024,1.00E-06,1.00E-06,1.00E-06,1.00E-06,1.00E-06,90630349
PEPE24478-USD,2/6/2024,1.00E-06,1.00E-06,1.00E-06,1.00E-06,1.00E-06,64569306
PEPE24478-USD,2/7/2024,1.00E-06,1.00E-06,1.00E-06,1.00E-06,1.00E-06,82206298
PEPE24478-USD,2/8/2024,1.00E-06,1.00E-06,1.00E-06,1.00E-06,1.00E-06,82519130
PEPE24478-USD,2/9/2024,1.00E-06,1.00E-06,1.00E-06,1.00E-06,1.00E-06,96636072
PEPE24478-USD,2/10/2024,1.00E-06,1.00E-06,1.00E-06,1.00E-06,1.00E-06,67452927
PEPE24478-USD,2/11/2024,1.00E-06,1.00E-06,1.00E-06,1.00E-06,1.00E-06,63803072
PEPE24478-USD,2/12/2024,1.00E-06,1.00E-06,1.00E-06,1.00E-06,1.00E-06,90205869
PEPE24478-USD,2/13/2024,1.00E-06,1.00E-06,1.00E-06,1.00E-06,1.00E-06,123043477
PEPE24478-USD,2/14/2024,1.00E-06,1.00E-06,1.00E-06,1.00E-06,1.00E-06,185583351
PEPE24478-USD,2/15/2024,1.00E-06,1.00E-06,1.00E-06,1.00E-06,1.00E-06,174509269
PEPE24478-USD,2/16/2024,1.00E-06,1.00E-06,1.00E-06,1.00E-06,1.00E-06,120715581
PEPE24478-USD,2/17/2024,1.00E-06,1.00E-06,1.00E-06,1.00E-06,1.00E-06,88474553
PEPE24478-USD,2/18/2024,1.00E-06,1.00E-06,1.00E-06,1.00E-06,1.00E-06,83142702
PEPE24478-USD,2/19/2024,1.00E-06,1.00E-06,1.00E-06,1.00E-06,1.00E-06,100961779
PEPE24478-USD,2/20/2024,1.00E-06,1.00E-06,1.00E-06,1.00E-06,1.00E-06,131035686
PEPE24478-USD,2/21/2024,1.00E-06,1.00E-06,1.00E-06,1.00E-06,1.00E-06,102747236
PEPE24478-USD,2/22/2024,1.00E-06,1.00E-06,1.00E-06,1.00E-06,1.00E-06,132590653
PEPE24478-USD,2/23/2024,1.00E-06,1.00E-06,1.00E-06,1.00E-06,1.00E-06,268590037
PEPE24478-USD,2/24/2024,1.00E-06,1.00E-06,1.00E-06,1.00E-06,1.00E-06,131153810
PEPE24478-USD,2/25/2024,1.00E-06,1.00E-06,1.00E-06,1.00E-06,1.00E-06,159204965
PEPE24478-USD,2/26/2024,1.00E-06,2.00E-06,1.00E-06,2.00E-06,2.00E-06,472629480
PEPE24478-USD,2/27/2024,2.00E-06,3.00E-06,2.00E-06,3.00E-06,3.00E-06,1439474147
PEPE24478-USD,2/28/2024,3.00E-06,4.00E-06,3.00E-06,3.00E-06,3.00E-06,2061815654
PEPE24478-USD,2/29/2024,3.00E-06,3.00E-06,3.00E-06,3.00E-06,3.00E-06,863993803
PEPE24478-USD,3/1/2024,3.00E-06,4.00E-06,3.00E-06,4.00E-06,4.00E-06,1746921042
PEPE24478-USD,3/2/2024,4.00E-06,5.00E-06,4.00E-06,4.00E-06,4.00E-06,1710926651
PEPE24478-USD,3/3/2024,4.00E-06,6.00E-06,4.00E-06,6.00E-06,6.00E-06,2362660460
PEPE24478-USD,3/4/2024,6.00E-06,8.00E-06,6.00E-06,7.00E-06,7.00E-06,3953033503
PEPE24478-USD,3/5/2024,7.00E-06,9.00E-06,5.00E-06,6.00E-06,6.00E-06,3553547507
PEPE24478-USD,3/6/2024,6.00E-06,8.00E-06,6.00E-06,7.00E-06,7.00E-06,2824222229
PEPE24478-USD,3/7/2024,7.00E-06,8.00E-06,6.00E-06,7.00E-06,7.00E-06,1461461026
PEPE24478-USD,3/8/2024,7.00E-06,9.00E-06,7.00E-06,9.00E-06,9.00E-06,3459591520
PEPE24478-USD,3/9/2024,9.00E-06,1.00E-05,8.00E-06,9.00E-06,9.00E-06,1857252831
PEPE24478-USD,3/10/2024,9.00E-06,9.00E-06,8.00E-06,9.00E-06,9.00E-06,1301150618
PEPE24478-USD,3/11/2024,9.00E-06,9.00E-06,8.00E-06,9.00E-06,9.00E-06,1496786721
PEPE24478-USD,3/12/2024,9.00E-06,9.00E-06,8.00E-06,8.00E-06,8.00E-06,1111567672
PEPE24478-USD,3/13/2024,8.00E-06,9.00E-06,8.00E-06,9.00E-06,9.00E-06,1863310093
PEPE24478-USD,3/14/2024,9.00E-06,1.10E-05,9.00E-06,1.00E-05,1.00E-05,3137396879
PEPE24478-USD,3/15/2024,1.00E-05,1.00E-05,8.00E-06,9.00E-06,9.00E-06,1945870095
PEPE24478-USD,3/16/2024,9.00E-06,9.00E-06,7.00E-06,7.00E-06,7.00E-06,1639021958
PEPE24478-USD,3/17/2024,7.00E-06,8.00E-06,7.00E-06,8.00E-06,8.00E-06,1395467366
PEPE24478-USD,3/18/2024,8.00E-06,8.00E-06,7.00E-06,7.00E-06,7.00E-06,997463617
PEPE24478-USD,3/19/2024,7.00E-06,7.00E-06,6.00E-06,7.00E-06,7.00E-06,1574432648
PEPE24478-USD,3/20/2024,7.00E-06,9.00E-06,6.00E-06,8.00E-06,8.00E-06,1912130027
PEPE24478-USD,3/21/2024,8.00E-06,8.00E-06,8.00E-06,8.00E-06,8.00E-06,1098889383
PEPE24478-USD,3/22/2024,8.00E-06,8.00E-06,7.00E-06,7.00E-06,7.00E-06,887464393
PEPE24478-USD,3/23/2024,7.00E-06,8.00E-06,7.00E-06,7.00E-06,7.00E-06,630797721
PEPE24478-USD,3/24/2024,7.00E-06,8.00E-06,7.00E-06,8.00E-06,8.00E-06,528203046
PEPE24478-USD,3/25/2024,8.00E-06,8.00E-06,7.00E-06,8.00E-06,8.00E-06,1040906889
PEPE24478-USD,3/26/2024,8.00E-06,9.00E-06,8.00E-06,8.00E-06,8.00E-06,896509294
PEPE24478-USD,3/27/2024,8.00E-06,8.00E-06,8.00E-06,8.00E-06,8.00E-06,657071797
PEPE24478-USD,3/28/2024,8.00E-06,8.00E-06,7.00E-06,8.00E-06,8.00E-06,789450129
PEPE24478-USD,3/29/2024,8.00E-06,8.00E-06,8.00E-06,8.00E-06,8.00E-06,476563629
PEPE24478-USD,3/30/2024,8.00E-06,9.00E-06,8.00E-06,8.00E-06,8.00E-06,1052730170
PEPE24478-USD,3/31/2024,8.00E-06,9.00E-06,8.00E-06,9.00E-06,9.00E-06,962829901
PEPE24478-USD,4/1/2024,9.00E-06,9.00E-06,8.00E-06,8.00E-06,8.00E-06,952284918
PEPE24478-USD,4/2/2024,8.00E-06,8.00E-06,7.00E-06,7.00E-06,7.00E-06,933741846
PEPE24478-USD,4/3/2024,7.00E-06,7.00E-06,7.00E-06,7.00E-06,7.00E-06,674858486
PEPE24478-USD,4/4/2024,7.00E-06,7.00E-06,7.00E-06,7.00E-06,7.00E-06,493151556
PEPE24478-USD,4/5/2024,7.00E-06,7.00E-06,6.00E-06,7.00E-06,7.00E-06,437338728
PEPE24478-USD,4/6/2024,7.00E-06,7.00E-06,7.00E-06,7.00E-06,7.00E-06,268995696
PEPE24478-USD,4/7/2024,7.00E-06,8.00E-06,7.00E-06,7.00E-06,7.00E-06,547336145
PEPE24478-USD,4/8/2024,7.00E-06,8.00E-06,7.00E-06,8.00E-06,8.00E-06,633183370
PEPE24478-USD,4/9/2024,8.00E-06,8.00E-06,7.00E-06,7.00E-06,7.00E-06,552447916
PEPE24478-USD,4/10/2024,7.00E-06,7.00E-06,7.00E-06,7.00E-06,7.00E-06,583467843
PEPE24478-USD,4/11/2024,7.00E-06,8.00E-06,7.00E-06,7.00E-06,7.00E-06,721632749
PEPE24478-USD,4/12/2024,7.00E-06,8.00E-06,5.00E-06,6.00E-06,6.00E-06,1217866327
PEPE24478-USD,4/13/2024,6.00E-06,6.00E-06,4.00E-06,5.00E-06,5.00E-06,1416785128
PEPE24478-USD,4/14/2024,5.00E-06,6.00E-06,5.00E-06,5.00E-06,5.00E-06,1056255576
PEPE24478-USD,4/15/2024,5.00E-06,6.00E-06,5.00E-06,5.00E-06,5.00E-06,910995187
PEPE24478-USD,4/16/2024,5.00E-06,6.00E-06,5.00E-06,5.00E-06,5.00E-06,766599607
PEPE24478-USD,4/17/2024,5.00E-06,5.00E-06,5.00E-06,5.00E-06,5.00E-06,621513136
PEPE24478-USD,4/18/2024,5.00E-06,5.00E-06,5.00E-06,5.00E-06,5.00E-06,559779612
PEPE24478-USD,4/19/2024,5.00E-06,5.00E-06,5.00E-06,5.00E-06,5.00E-06,713930954
PEPE24478-USD,4/20/2024,5.00E-06,6.00E-06,5.00E-06,6.00E-06,6.00E-06,576951194
PEPE24478-USD,4/21/2024,6.00E-06,6.00E-06,6.00E-06,6.00E-06,6.00E-06,743415331
PEPE24478-USD,4/22/2024,6.00E-06,7.00E-06,6.00E-06,7.00E-06,7.00E-06,1122123974
PEPE24478-USD,4/23/2024,7.00E-06,8.00E-06,7.00E-06,8.00E-06,8.00E-06,1430468376
PEPE24478-USD,4/24/2024,8.00E-06,8.00E-06,7.00E-06,7.00E-06,7.00E-06,1345371263
PEPE24478-USD,4/25/2024,7.00E-06,8.00E-06,7.00E-06,8.00E-06,8.00E-06,1171620386
PEPE24478-USD,4/26/2024,8.00E-06,8.00E-06,7.00E-06,7.00E-06,7.00E-06,842385350
PEPE24478-USD,4/27/2024,7.00E-06,7.00E-06,7.00E-06,7.00E-06,7.00E-06,685487144
PEPE24478-USD,4/28/2024,7.00E-06,8.00E-06,7.00E-06,7.00E-06,7.00E-06,632614690
PEPE24478-USD,4/29/2024,7.00E-06,7.00E-06,7.00E-06,7.00E-06,7.00E-06,664020313
PEPE24478-USD,4/30/2024,7.00E-06,8.00E-06,6.00E-06,7.00E-06,7.00E-06,938388224
PEPE24478-USD,5/1/2024,7.00E-06,7.00E-06,6.00E-06,7.00E-06,7.00E-06,1150138558
PEPE24478-USD,5/2/2024,7.00E-06,8.00E-06,7.00E-06,8.00E-06,8.00E-06,1175780588
PEPE24478-USD,5/3/2024,8.00E-06,8.00E-06,7.00E-06,8.00E-06,8.00E-06,1121183691
PEPE24478-USD,5/4/2024,8.00E-06,9.00E-06,8.00E-06,9.00E-06,9.00E-06,1088251003
PEPE24478-USD,5/5/2024,9.00E-06,9.00E-06,8.00E-06,9.00E-06,9.00E-06,716177870
PEPE24478-USD,5/6/2024,9.00E-06,9.00E-06,8.00E-06,8.00E-06,8.00E-06,986405808
PEPE24478-USD,5/7/2024,8.00E-06,9.00E-06,8.00E-06,8.00E-06,8.00E-06,703344798
PEPE24478-USD,5/8/2024,8.00E-06,8.00E-06,8.00E-06,8.00E-06,8.00E-06,695054432
PEPE24478-USD,5/9/2024,8.00E-06,9.00E-06,8.00E-06,9.00E-06,9.00E-06,907776161
PEPE24478-USD,5/10/2024,9.00E-06,9.00E-06,8.00E-06,8.00E-06,8.00E-06,755386201
PEPE24478-USD,5/11/2024,8.00E-06,9.00E-06,8.00E-06,8.00E-06,8.00E-06,613768071
PEPE24478-USD,5/12/2024,8.00E-06,9.00E-06,8.00E-06,9.00E-06,9.00E-06,454301826
PEPE24478-USD,5/13/2024,9.00E-06,1.10E-05,8.00E-06,1.00E-05,1.00E-05,1920999117
PEPE24478-USD,5/14/2024,1.00E-05,1.10E-05,1.00E-05,1.10E-05,1.10E-05,3718546039
PEPE24478-USD,5/15/2024,1.10E-05,1.20E-05,1.00E-05,1.10E-05,1.10E-05,2940932566
PEPE24478-USD,5/16/2024,1.10E-05,1.10E-05,1.00E-05,1.00E-05,1.00E-05,1552051656
PEPE24478-USD,5/17/2024,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1059530808
PEPE24478-USD,5/18/2024,1.00E-05,1.00E-05,9.00E-06,1.00E-05,1.00E-05,936291464
PEPE24478-USD,5/19/2024,1.00E-05,1.00E-05,9.00E-06,9.00E-06,9.00E-06,708746406
PEPE24478-USD,5/20/2024,9.00E-06,1.10E-05,9.00E-06,1.10E-05,1.10E-05,1925967866
PEPE24478-USD,5/21/2024,1.10E-05,1.40E-05,1.10E-05,1.40E-05,1.40E-05,3799156649
PEPE24478-USD,5/22/2024,1.40E-05,1.40E-05,1.30E-05,1.30E-05,1.30E-05,3155203129
PEPE24478-USD,5/23/2024,1.30E-05,1.50E-05,1.30E-05,1.50E-05,1.50E-05,4324465074
PEPE24478-USD,5/24/2024,1.50E-05,1.50E-05,1.40E-05,1.40E-05,1.40E-05,2063706985
PEPE24478-USD,5/25/2024,1.40E-05,1.60E-05,1.40E-05,1.50E-05,1.50E-05,2100066249
PEPE24478-USD,5/26/2024,1.50E-05,1.60E-05,1.50E-05,1.60E-05,1.60E-05,2324234821
PEPE24478-USD,5/27/2024,1.60E-05,1.70E-05,1.60E-05,1.70E-05,1.70E-05,2656447049
PEPE24478-USD,5/28/2024,1.70E-05,1.70E-05,1.60E-05,1.60E-05,1.60E-05,2448925756
PEPE24478-USD,5/29/2024,1.60E-05,1.60E-05,1.40E-05,1.50E-05,1.50E-05,1985712103
PEPE24478-USD,5/30/2024,1.50E-05,1.50E-05,1.30E-05,1.40E-05,1.40E-05,2488925844
PEPE24478-USD,5/31/2024,1.40E-05,1.60E-05,1.40E-05,1.50E-05,1.50E-05,2060799172
PEPE24478-USD,6/1/2024,1.50E-05,1.60E-05,1.50E-05,1.50E-05,1.50E-05,1212162620
PEPE24478-USD,6/2/2024,1.50E-05,1.50E-05,1.40E-05,1.50E-05,1.50E-05,1362678022
PEPE24478-USD,6/3/2024,1.50E-05,1.50E-05,1.40E-05,1.40E-05,1.40E-05,1514383632
PEPE24478-USD,6/4/2024,1.40E-05,1.50E-05,1.40E-05,1.40E-05,1.40E-05,1270886811
PEPE24478-USD,6/5/2024,1.40E-05,1.50E-05,1.40E-05,1.50E-05,1.50E-05,1434120193
PEPE24478-USD,6/6/2024,1.50E-05,1.50E-05,1.40E-05,1.40E-05,1.40E-05,1070946562
PEPE24478-USD,6/7/2024,1.40E-05,1.40E-05,1.20E-05,1.30E-05,1.30E-05,1949538461
PEPE24478-USD,6/8/2024,1.30E-05,1.30E-05,1.20E-05,1.20E-05,1.20E-05,1225905124
PEPE24478-USD,6/9/2024,1.20E-05,1.30E-05,1.20E-05,1.30E-05,1.30E-05,1013096860
PEPE24478-USD,6/10/2024,1.30E-05,1.30E-05,1.20E-05,1.20E-05,1.20E-05,982533895
PEPE24478-USD,6/11/2024,1.20E-05,1.30E-05,1.20E-05,1.30E-05,1.30E-05,1311776410
PEPE24478-USD,6/12/2024,1.30E-05,1.40E-05,1.20E-05,1.30E-05,1.30E-05,1394353077
PEPE24478-USD,6/13/2024,1.30E-05,1.30E-05,1.20E-05,1.20E-05,1.20E-05,888843284
PEPE24478-USD,6/14/2024,1.20E-05,1.20E-05,1.10E-05,1.10E-05,1.10E-05,965044778
PEPE24478-USD,6/15/2024,1.10E-05,1.20E-05,1.10E-05,1.20E-05,1.20E-05,629594246
PEPE24478-USD,6/16/2024,1.20E-05,1.20E-05,1.10E-05,1.20E-05,1.20E-05,552649374
PEPE24478-USD,6/17/2024,1.20E-05,1.20E-05,1.10E-05,1.10E-05,1.10E-05,817400214
PEPE24478-USD,6/18/2024,1.10E-05,1.10E-05,1.00E-05,1.10E-05,1.10E-05,1112588962
PEPE24478-USD,6/19/2024,1.10E-05,1.20E-05,1.10E-05,1.10E-05,1.10E-05,798892508
PEPE24478-USD,6/20/2024,1.10E-05,1.20E-05,1.10E-05,1.10E-05,1.10E-05,821320735
PEPE24478-USD,6/21/2024,1.10E-05,1.20E-05,1.10E-05,1.10E-05,1.10E-05,764241588
PEPE24478-USD,6/22/2024,1.10E-05,1.20E-05,1.10E-05,1.10E-05,1.10E-05,363923109
PEPE24478-USD,6/23/2024,1.10E-05,1.20E-05,1.10E-05,1.10E-05,1.10E-05,450159396
PEPE24478-USD,6/24/2024,1.10E-05,1.10E-05,1.00E-05,1.10E-05,1.10E-05,861716624
PEPE24478-USD,6/25/2024,1.10E-05,1.30E-05,1.10E-05,1.30E-05,1.30E-05,1054198048
PEPE24478-USD,6/26/2024,1.30E-05,1.30E-05,1.20E-05,1.30E-05,1.30E-05,738913681
PEPE24478-USD,6/27/2024,1.30E-05,1.30E-05,1.20E-05,1.30E-05,1.30E-05,581890027
PEPE24478-USD,6/28/2024,1.30E-05,1.30E-05,1.10E-05,1.20E-05,1.20E-05,549486585
PEPE24478-USD,6/29/2024,1.20E-05,1.20E-05,1.10E-05,1.10E-05,1.10E-05,309304168
PEPE24478-USD,6/30/2024,1.10E-05,1.20E-05,1.10E-05,1.20E-05,1.20E-05,491818914
PEPE24478-USD,7/1/2024,1.20E-05,1.20E-05,1.10E-05,1.10E-05,1.10E-05,498789580
PEPE24478-USD,7/2/2024,1.10E-05,1.20E-05,1.10E-05,1.10E-05,1.10E-05,491600716
PEPE24478-USD,7/3/2024,1.10E-05,1.10E-05,1.00E-05,1.00E-05,1.00E-05,720589677
PEPE24478-USD,7/4/2024,1.00E-05,1.00E-05,9.00E-06,9.00E-06,9.00E-06,995698478
PEPE24478-USD,7/5/2024,9.00E-06,9.00E-06,8.00E-06,9.00E-06,9.00E-06,1496097913
PEPE24478-USD,7/6/2024,9.00E-06,1.00E-05,9.00E-06,1.00E-05,1.00E-05,676968608
PEPE24478-USD,7/7/2024,1.00E-05,1.00E-05,8.00E-06,8.00E-06,8.00E-06,628593537
PEPE24478-USD,7/8/2024,8.00E-06,9.00E-06,8.00E-06,9.00E-06,9.00E-06,1245509853
PEPE24478-USD,7/9/2024,9.00E-06,1.00E-05,9.00E-06,9.00E-06,9.00E-06,685806259
PEPE24478-USD,7/10/2024,9.00E-06,9.00E-06,9.00E-06,9.00E-06,9.00E-06,631092690
PEPE24478-USD,7/11/2024,9.00E-06,1.00E-05,9.00E-06,9.00E-06,9.00E-06,683950886
PEPE24478-USD,7/12/2024,9.00E-06,9.00E-06,8.00E-06,9.00E-06,9.00E-06,636717140
PEPE24478-USD,7/13/2024,9.00E-06,9.00E-06,8.00E-06,9.00E-06,9.00E-06,422845322
PEPE24478-USD,7/14/2024,9.00E-06,9.00E-06,9.00E-06,9.00E-06,9.00E-06,611304381
PEPE24478-USD,7/15/2024,9.00E-06,1.10E-05,9.00E-06,1.10E-05,1.10E-05,1340319017
PEPE24478-USD,7/16/2024,1.10E-05,1.30E-05,1.10E-05,1.20E-05,1.20E-05,2260569599
PEPE24478-USD,7/17/2024,1.20E-05,1.30E-05,1.20E-05,1.20E-05,1.20E-05,1146391551
PEPE24478-USD,7/18/2024,1.20E-05,1.20E-05,1.10E-05,1.20E-05,1.20E-05,990621403
PEPE24478-USD,7/19/2024,1.20E-05,1.30E-05,1.10E-05,1.30E-05,1.30E-05,1116216503
PEPE24478-USD,7/20/2024,1.30E-05,1.30E-05,1.20E-05,1.20E-05,1.20E-05,789663976
PEPE24478-USD,7/21/2024,1.20E-05,1.30E-05,1.20E-05,1.20E-05,1.20E-05,783290609
PEPE24478-USD,7/22/2024,1.30E-05,1.30E-05,1.20E-05,1.20E-05,1.20E-05,649520933
